w_sus,w_ter,w_geo,w_sd
0.08219682916029292,0.5272517827092505,0.2306407001278181,0.1599106880026384
0.17989795783050352,0.36893100380853605,0.2804629012155211,0.17070813714543925
0.49851022160396447,0.07913752448848341,0.1820037146178717,0.24034853928968036
0.19696197863740605,0.4974505900050203,0.07204466586156737,0.23354276549600633
0.12010156951316248,0.4356574996208367,0.1498158812794001,0.2944250495866007
0.32932393662290493,0.2644073427975417,0.10695968859383338,0.2993090319857201
0.1234411667338082,0.290612140014673,0.061659614097939824,0.5242870791535791
0.16325568925856926,0.10501343690842105,0.5853614689643911,0.14636940486861855
0.11433259130378386,0.2712366856548704,0.052658457542416395,0.5617722654989294
0.12060229394649903,0.12734518086139343,0.4234570546128816,0.328595470579226
0.32442677181547735,0.18686557222132877,0.334292356337839,0.154415299625355
0.5171003660327778,0.062266365704316054,0.11471832903826486,0.3059149392246414
0.30285330122441945,0.0933770733767031,0.3988308844349349,0.20493874096394255
0.3606852053321524,0.22427937488220934,0.13632855475603622,0.27870686502960196
0.05760218303301645,0.12404090915568801,0.37939443452611366,0.43896247328518195
0.12261768609471327,0.2035244579698434,0.07576711279349292,0.5980907431419505
0.27046356376062436,0.34776721966356805,0.06580765550867544,0.31596156106713214
0.14194655293676703,0.30972954544181547,0.310761688400987,0.23756221322043058
0.32587232223293294,0.11662251164898597,0.47049868354507224,0.08700648257300882
0.07675582573694521,0.2775518880232077,0.43725556691403694,0.20843671932581015
0.5554399107987011,0.24142928062795158,0.09969676866522209,0.10343403990812529
0.17822105612659664,0.31309606420159597,0.3002967411435061,0.20838613852830118
0.37352398815515475,0.08987363945224427,0.4407570107303694,0.09584536166223169
0.08363248975617703,0.29157393381842023,0.2228246613652748,0.4019689150601281
0.4043219494285624,0.18114743113085052,0.287672700337919,0.12685791910266817
0.2831857937962162,0.22331191794153932,0.07151281804627799,0.42198947021596656
0.31968966177722585,0.34875430303904853,0.2791688868031608,0.05238714838056487
0.5462630096494584,0.3160776139833535,0.05749507348001208,0.08016430288717608
0.5797674896019407,0.11601464886330727,0.05652969459006137,0.24768816694469073
0.3584298707331876,0.2305778182666837,0.20394080829420275,0.20705150270592587
0.10834597665004281,0.08452884570532218,0.40308180996069004,0.404043367683945
0.3434900018838117,0.4161159204271259,0.12189145495642797,0.11850262273263437
0.29376095219053094,0.19261469003403178,0.22212594160820073,0.2914984161672365
0.4478096047433296,0.16206053388361694,0.14487078984710314,0.24525907152595042
0.23039002020258004,0.3625473809881998,0.31210301601748835,0.09495958279173168
0.5003896658147928,0.216271171075445,0.13054121043516115,0.15279795267460117
0.2024782651426945,0.10594432532110988,0.16376304516320142,0.5278143643729942
0.06399384018600143,0.5445952329646311,0.20787235898794745,0.18353856786142012
0.3257090638355767,0.3088257780667676,0.0915691008732277,0.27389605722442817
0.11467135193271918,0.2401791947585219,0.17087430937182752,0.4742751439369316
0.16802934342768083,0.35255234373082384,0.20963656575297535,0.26978174708852004
0.31772251703736387,0.0546224866378103,0.3637291746050588,0.263925821719767
0.3814790800288658,0.46726482247904716,0.09515738011228056,0.05609871737980647
0.16890634644770527,0.19997558012062377,0.5664043626695281,0.064713710762143
0.09212623012788604,0.29662054193088594,0.08252037497561737,0.5287328529656107
0.3681698369186981,0.10553606550620795,0.26174880452362326,0.26454529305147073
0.55149319539785,0.1562096379110586,0.18320406729734226,0.10909309939374916
0.10652482245240781,0.12232247747845064,0.3426754047125317,0.4284772953566099
0.16289209710007543,0.2860243416460887,0.4149914934927039,0.1360920677611319
0.5359179087596925,0.07688363692313795,0.05506419959352451,0.33213425472364516
0.26285518144682873,0.31509449093867836,0.1605070324332996,0.2615432951811933
0.44242905521998377,0.32544144107306433,0.08957215856212344,0.1425573451448285
0.2040290889812875,0.130883318221094,0.3912972576734442,0.27379033512417433
0.2981816435937159,0.19119608950573522,0.09219771174185235,0.41842455515869664
0.51783036013617,0.22390573967656122,0.16450236263022477,0.09376153755704399
0.13396943981629,0.07123555953622768,0.5205470903800593,0.274247910267423
0.5505389556021062,0.19107195142258168,0.16189200835131423,0.09649708462399788
0.5240530048944883,0.07459769044044062,0.13483811709375454,0.2665111875713167
0.1511389374607412,0.30445588913480076,0.15107709939499742,0.39332807400946074
0.18954003789414198,0.1943473912788753,0.4941258389612156,0.1219867318657672
0.1801409494726718,0.37197569612353654,0.2078053592033281,0.24007799520046358
0.46662682398076205,0.08518504156474174,0.14357104450034586,0.3046170899541503
0.07833734018019259,0.150925199527768,0.3075828043955289,0.46315465589651056
0.23151372591989808,0.4085461048802548,0.24373011105070186,0.11621005814914527
0.08988317807813588,0.43183045570071243,0.1615736911577572,0.31671267506339446
0.1303945520286345,0.15015986465548836,0.2958366798547179,0.4236089034611592
0.28154371880922535,0.1345772211622236,0.1815240487434144,0.4023550112851366
0.32837400491979846,0.3479590020054934,0.05193359586745844,0.27173339720724965
0.4166249275723165,0.15210716521272277,0.17181632167565347,0.2594515855393073
0.12505686383498305,0.16902755506656553,0.3890108633156628,0.31690471778278867
0.14690373716411864,0.2270256009544402,0.3863496400915834,0.23972102178985788
0.5164840691003832,0.09069151783952932,0.056979442833400874,0.33584497022668663
0.5711743735182222,0.1753466961755986,0.18269053042556224,0.07078839988061694
0.5601506461212126,0.0790439112329431,0.14928245902394707,0.21152298362189725
0.345386684564725,0.1353362384356476,0.059466890844016664,0.4598101861556108
0.16736924450132099,0.4277825682861407,0.08239853607731246,0.32244965113522583
0.07792270540553671,0.30336160831767056,0.3786424341318998,0.240073252144893
0.2500343268338373,0.16918031109118728,0.10156207472622968,0.4792232873487458
0.15352588161012948,0.5225485124663288,0.1781615280562357,0.14576407786730608
0.20331363313711315,0.11738899725467339,0.4506361000143892,0.2286612695938243
0.06897128107274235,0.5999013223416265,0.12641788060622502,0.2047095159794062
0.17508431203941222,0.13793147768534417,0.40584538175780127,0.28113882851744243
0.06782169510836525,0.333659149440469,0.3315893014712698,0.266929853979896
0.44167010730450684,0.29188573735577644,0.10821040003221043,0.15823375530750616
0.3698573114741328,0.11449338854650659,0.1640125818416182,0.3516367181377425
0.3855814904149254,0.05195206861685005,0.26953788763420067,0.292928553334024
0.07657566120125713,0.1850292068205716,0.37792533799497685,0.3604697939831944
0.47835632784917104,0.21525989877174365,0.09097917874724669,0.21540459463183861
0.09617141873631892,0.12292521724605074,0.43701453011913777,0.34388883389849256
0.5150508488677576,0.09409790833920932,0.18167914188481202,0.20917210090822114
0.43656504865631807,0.17644755411761487,0.21715936707654035,0.16982803014952674
0.30092096822083897,0.4819473706543683,0.09913386145447414,0.11799779967031852
0.3482291104826581,0.5139830877788958,0.08222960676369392,0.05555819497475223
0.513170863635589,0.06272723065505309,0.33733631990779867,0.08676558580155935
0.4909789941645591,0.14014109135697614,0.305365304379357,0.06351461009910779
0.11171586406479328,0.45566655721420257,0.34722124062606186,0.08539633809494218
